cust_id-1,CUS_SEX_ID,CUS_STATE,CUS_RU_SINCE_DT,pais
115120,N,SANTA CATARINA,2017-08-19 11:46:55,BRASIL
51183,N,MINAS GERAIS,2014-06-01 17:06:29,BRASIL
113492,N,SÃO PAULO,2017-07-30 20:44:04,BRASIL
100317,N,N/A,2017-01-22 18:43:33,N/A
140737,N,SÃO PAULO,2018-07-04 11:08:27,BRASIL
166109,M,PERNAMBUCO,2019-05-18 23:31:51,BRASIL
183833,N,N/A,2019-11-26 21:19:18,N/A
214890,N,N/A,2020-08-03 07:01:08,N/A
241670,N,N/A,2021-04-27 09:16:47,N/A
27379,N,SÃO PAULO,2011-11-11 17:12:25,BRASIL
163555,M,N/A,2019-04-16 18:00:27,N/A
40351,N,BAHIA,2013-05-19 11:43:20,BRASIL
234143,N,N/A,2021-02-12 11:31:11,N/A
227822,N,N/A,2020-12-05 13:09:29,N/A
205516,N,N/A,2020-06-21 12:34:37,N/A
55469,N,MINAS GERAIS,2014-09-27 12:25:04,BRASIL
137697,N,N/A,2018-05-22 22:15:44,N/A
11422,N,SÃO PAULO,2008-08-08 13:11:49,BRASIL
70935,N,SÃO PAULO,2015-09-13 12:57:52,BRASIL
79146,N,N/A,2016-02-18 01:49:27,N/A
93189,N,N/A,2016-09-27 20:30:02,N/A
4588,N,SÃO PAULO,2006-02-07 08:55:15,BRASIL
12942,N,RIO DE JANEIRO,2009-01-25 12:43:43,BRASIL
40850,N,SÃO PAULO,2013-06-07 19:27:52,BRASIL
222725,N,N/A,2020-10-14 11:16:13,N/A
192669,N,N/A,2020-02-27 21:24:27,N/A
191867,N,MINAS GERAIS,2020-02-18 14:23:57,BRASIL
212188,N,N/A,2020-07-16 13:48:49,N/A
174304,N,N/A,2019-08-16 23:46:53,N/A
248395,N,N/A,2021-07-07 17:08:54,N/A
205203,N,N/A,2020-06-18 17:34:06,N/A
146385,M,N/A,2018-09-12 22:05:03,N/A
203848,N,N/A,2020-06-07 21:13:12,N/A
251652,N,N/A,2021-08-14 10:20:56,N/A
48893,N,SÃO PAULO,2014-03-20 14:34:42,BRASIL
227516,N,SERGIPE,2020-12-02 12:15:47,BRASIL
251647,N,N/A,2021-08-14 09:54:45,N/A
205413,N,N/A,2020-06-20 12:19:15,N/A
29770,N,BAHIA,2012-03-09 20:12:54,BRASIL
63632,N,N/A,2015-04-13 16:15:38,N/A
19356,N,SÃO PAULO,2010-07-27 16:26:04,BRASIL
214069,M,CEARÁ,2020-07-28 07:49:18,BRASIL
169572,M,BAHIA,2019-06-28 21:12:11,BRASIL
204058,N,N/A,2020-06-09 12:12:05,N/A
30652,N,SÃO PAULO,2012-04-20 08:21:19,BRASIL
122116,N,N/A,2017-11-15 19:24:14,N/A
112985,N,SÃO PAULO,2017-07-24 14:43:20,BRASIL
76190,N,N/A,2015-12-26 15:59:36,N/A
259279,N,N/A,2021-11-14 17:54:16,N/A
55968,M,RIO GRANDE DO SUL,2014-10-09 13:53:52,BRASIL
256297,N,N/A,2021-10-11 09:37:35,N/A
191954,M,MATO GROSSO DO SUL,2020-02-19 12:45:04,BRASIL
205623,N,N/A,2020-06-22 14:01:53,N/A
93356,N,N/A,2016-09-30 18:21:05,N/A
197539,N,MATO GROSSO,2020-04-23 10:15:12,BRASIL
33501,N,N/A,2012-08-17 19:51:38,N/A
41545,N,N/A,2013-07-02 15:08:00,N/A
18538,N,PARAÍBA,2010-05-27 17:52:10,BRASIL
234038,N,BAHIA,2021-02-11 11:10:10,BRASIL
52692,N,SÃO PAULO,2014-07-17 19:34:00,BRASIL
198961,N,PARANÁ,2020-05-05 21:21:08,BRASIL
24883,N,MINAS GERAIS,2011-07-18 13:26:39,BRASIL
101711,N,N/A,2017-02-13 20:20:22,N/A
230416,N,N/A,2021-01-04 08:15:14,N/A
254738,F,N/A,2021-09-21 22:31:16,N/A
24350,N,N/A,2011-06-21 20:31:04,N/A
158305,M,N/A,2019-02-09 13:04:26,N/A
6177,N,CEARÁ,2006-10-15 22:31:50,BRASIL
224620,N,N/A,2020-11-03 23:00:16,N/A
23784,N,GOIÁS,2011-05-20 12:10:15,BRASIL
72993,N,MINAS GERAIS,2015-10-27 06:02:12,BRASIL
91290,N,N/A,2016-08-30 00:27:13,N/A
128770,N,N/A,2018-02-01 11:47:56,N/A
124992,N,N/A,2017-12-17 17:46:02,N/A
186518,N,SÃO PAULO,2019-12-19 21:48:29,BRASIL
253746,N,N/A,2021-09-09 12:08:52,N/A
61606,N,GOIÁS,2015-02-24 20:38:02,BRASIL
202529,N,N/A,2020-05-29 16:10:30,N/A
43122,N,SÃO PAULO,2013-08-24 22:04:09,BRASIL
83445,N,PARANÁ,2016-04-28 11:10:45,BRASIL
6789,N,SÃO PAULO,2007-01-08 18:51:48,BRASIL
194731,N,MINAS GERAIS,2020-03-22 19:32:51,BRASIL
15338,N,MINAS GERAIS,2009-09-04 17:52:59,BRASIL
186820,M,MINAS GERAIS,2019-12-23 22:19:21,BRASIL
9217,N,SÃO PAULO,2007-11-15 22:44:16,BRASIL
117126,N,ALAGOAS,2017-09-14 13:23:04,BRASIL
201854,N,N/A,2020-05-26 13:20:30,N/A
88250,N,N/A,2016-07-13 11:22:11,N/A
216590,N,N/A,2020-08-16 13:59:21,N/A
182228,N,SÃO PAULO,2019-11-11 19:10:14,BRASIL
83626,N,SANTA CATARINA,2016-04-30 21:36:55,BRASIL
207116,N,N/A,2020-07-01 10:53:10,N/A
161671,N,SÃO PAULO,2019-03-24 08:27:34,BRASIL
202028,N,RIO DE JANEIRO,2020-05-27 06:15:28,BRASIL
231247,N,MINAS GERAIS,2021-01-13 09:13:59,BRASIL
61261,N,N/A,2015-02-16 20:48:58,N/A
194562,N,N/A,2020-03-20 14:10:30,N/A
187232,N,N/A,2019-12-29 23:26:04,N/A
32369,N,SÃO PAULO,2012-07-04 13:23:27,BRASIL
157804,M,SÃO PAULO,2019-02-03 07:32:42,BRASIL
172763,M,MINAS GERAIS,2019-07-31 22:40:27,BRASIL
110740,N,N/A,2017-06-26 07:44:56,N/A
207095,N,N/A,2020-07-01 09:38:22,N/A
73342,N,N/A,2015-11-03 11:53:07,N/A
179609,N,N/A,2019-10-13 21:26:25,N/A
110043,N,N/A,2017-06-16 12:38:09,N/A
53705,N,SÃO PAULO,2014-08-13 11:35:37,BRASIL
120516,N,SÃO PAULO,2017-10-27 15:10:10,BRASIL
117643,N,N/A,2017-09-21 03:35:35,N/A
207617,N,N/A,2020-07-02 18:52:09,N/A
217786,N,N/A,2020-08-26 17:07:03,N/A
253851,N,NEW JERSEY,2021-09-10 17:46:08,OTRO
261369,M,N/A,2021-12-04 21:02:35,N/A
117039,M,N/A,2017-09-13 13:24:16,N/A
181807,N,N/A,2019-11-06 22:25:18,N/A
180116,M,N/A,2019-10-19 10:44:11,N/A
224709,N,N/A,2020-11-04 17:35:17,N/A
143016,M,RIO DE JANEIRO,2018-08-02 15:41:03,BRASIL
73978,N,RIO DE JANEIRO,2015-11-15 19:50:24,BRASIL
150439,N,SÃO PAULO,2018-11-03 21:05:23,BRASIL
224407,N,N/A,2020-11-01 15:42:26,N/A
238724,N,N/A,2021-03-29 23:37:14,N/A
206942,N,N/A,2020-06-30 17:27:03,N/A
261903,N,N/A,2021-12-11 11:53:07,N/A
231398,N,N/A,2021-01-14 16:33:48,N/A
171776,M,N/A,2019-07-21 15:12:14,N/A
111458,N,RIO GRANDE DO SUL,2017-07-05 08:37:52,BRASIL
32472,N,SÃO PAULO,2012-07-08 19:32:42,BRASIL
128761,M,N/A,2018-02-01 09:58:22,N/A
66147,N,RIO GRANDE DO SUL,2015-06-08 11:16:48,BRASIL
235871,N,N/A,2021-03-02 09:56:25,N/A
43401,N,PARANÁ,2013-09-03 20:17:55,BRASIL
61940,N,MARANHÃO,2015-03-05 04:42:42,BRASIL
14865,N,MATO GROSSO,2009-07-28 00:27:17,BRASIL
225224,N,ACRE,2020-11-10 09:59:00,BRASIL
62457,N,MATO GROSSO DO SUL,2015-03-16 18:34:13,BRASIL
35394,N,SÃO PAULO,2012-10-29 22:33:43,BRASIL
239241,N,N/A,2021-04-04 08:28:56,N/A
186431,N,N/A,2019-12-18 21:37:30,N/A
143683,M,N/A,2018-08-09 20:37:13,N/A
6515,N,SÃO PAULO,2006-12-03 06:44:14,BRASIL
134805,M,SÃO PAULO,2018-04-16 19:31:53,BRASIL
125161,N,N/A,2017-12-19 20:56:10,N/A
179298,M,MINAS GERAIS,2019-10-09 18:49:21,BRASIL
73431,N,N/A,2015-11-05 08:20:40,N/A
35563,N,PARANÁ,2012-11-05 15:17:20,BRASIL
102569,N,ALAGOAS,2017-03-02 01:10:24,BRASIL
261378,N,N/A,2021-12-05 04:53:36,N/A
7127,N,GOIÁS,2007-03-04 10:08:42,BRASIL
261547,N,N/A,2021-12-07 06:44:23,N/A
134296,M,RIO DE JANEIRO,2018-04-10 09:59:08,BRASIL
103263,N,N/A,2017-03-13 00:12:29,N/A
179504,N,BAHIA,2019-10-12 09:17:41,BRASIL
246155,N,PERNAMBUCO,2021-06-13 11:54:30,BRASIL
135550,N,MINAS GERAIS,2018-04-26 08:06:13,BRASIL
119904,N,SÃO PAULO,2017-10-19 18:24:59,BRASIL
96725,N,N/A,2016-11-24 10:46:00,N/A
9722,N,SÃO PAULO,2008-01-23 15:19:04,BRASIL
195087,N,N/A,2020-03-28 01:04:23,N/A
110463,N,PERNAMBUCO,2017-06-22 09:51:45,BRASIL
1891,N,MINAS GERAIS,2004-07-23 09:33:28,BRASIL
210869,N,SÃO PAULO,2020-07-10 13:58:49,BRASIL
195238,N,N/A,2020-03-30 13:01:22,N/A
236370,N,N/A,2021-03-07 10:40:44,N/A
235533,N,N/A,2021-02-26 20:51:36,N/A
17144,N,MINAS GERAIS,2010-02-08 06:55:00,BRASIL
81180,N,SÃO PAULO,2016-03-22 13:19:59,BRASIL
135713,M,N/A,2018-04-27 23:06:46,N/A
239062,N,N/A,2021-04-02 10:52:19,N/A
92012,M,SÃO PAULO,2016-09-09 10:43:19,BRASIL
35252,N,RIO DE JANEIRO,2012-10-24 13:19:08,BRASIL
61455,N,CEARÁ,2015-02-21 11:55:04,BRASIL
172420,M,N/A,2019-07-28 16:09:16,N/A
189773,M,N/A,2020-01-26 16:20:40,N/A
195065,N,N/A,2020-03-27 16:29:17,N/A
136154,F,SANTA CATARINA,2018-05-03 15:09:32,BRASIL
102837,N,ESPÍRITO SANTO,2017-03-06 12:14:58,BRASIL
187182,N,RIO GRANDE DO SUL,2019-12-29 11:33:56,BRASIL
210432,N,N/A,2020-07-09 09:40:49,N/A
198788,N,N/A,2020-05-04 15:10:23,N/A
150505,M,RIO DE JANEIRO,2018-11-04 23:28:16,BRASIL
88656,N,N/A,2016-07-19 15:43:27,N/A
187004,M,NEW JERSEY,2019-12-26 20:51:41,OTRO
172604,N,PARAÍBA,2019-07-30 12:13:21,BRASIL
238691,N,N/A,2021-03-29 16:21:04,N/A
194846,N,RIO DE JANEIRO,2020-03-24 16:01:32,BRASIL
52634,N,MATO GROSSO,2014-07-15 20:31:05,BRASIL
217019,N,N/A,2020-08-19 19:35:20,N/A
1138,M,RIO GRANDE DO SUL,2003-04-28 00:00:00,BRASIL
116890,N,RIO DE JANEIRO,2017-09-11 15:09:41,BRASIL
150203,M,N/A,2018-10-31 18:55:47,N/A
207540,N,N/A,2020-07-02 15:55:27,N/A
261452,N,N/A,2021-12-06 08:31:39,N/A
201881,N,N/A,2020-05-26 14:45:09,N/A
1924,N,GOIÁS,2004-08-06 09:45:31,BRASIL
74562,N,AMAPÁ,2015-11-26 19:55:26,BRASIL
52933,N,MINAS GERAIS,2014-07-24 01:21:08,BRASIL
235754,N,N/A,2021-03-01 09:25:58,N/A
239303,N,N/A,2021-04-04 19:58:06,N/A
157730,M,N/A,2019-02-02 08:57:24,N/A
202694,N,N/A,2020-05-30 16:32:07,N/A
224546,N,N/A,2020-11-03 12:07:28,N/A
164520,N,RIO DE JANEIRO,2019-04-29 14:24:40,BRASIL
225158,M,SÃO PAULO,2020-11-09 16:00:57,BRASIL
43463,N,N/A,2013-09-06 00:46:03,N/A
46451,N,GOIÁS,2013-12-19 22:51:02,BRASIL
96352,N,N/A,2016-11-19 11:53:48,N/A
1243,N,MINAS GERAIS,2003-07-01 00:00:00,BRASIL
225993,N,N/A,2020-11-18 12:32:08,N/A
236316,N,N/A,2021-03-06 18:27:15,N/A
32201,N,N/A,2012-06-27 08:53:51,N/A
261818,N,SERGIPE,2021-12-10 09:33:38,BRASIL
217871,N,N/A,2020-08-27 14:54:58,N/A
6255,N,RIO DE JANEIRO,2006-10-28 19:02:23,BRASIL
61187,N,N/A,2015-02-14 21:46:00,N/A
150034,M,SÃO PAULO,2018-10-29 17:26:06,BRASIL
235793,N,PARÁ,2021-03-01 14:42:02,BRASIL
244513,N,BAHIA,2021-05-26 13:09:17,BRASIL
161737,M,N/A,2019-03-25 08:52:37,N/A
24623,N,N/A,2011-07-06 12:27:20,N/A
161330,M,PARÁ,2019-03-19 21:45:09,BRASIL
135878,M,SÃO PAULO,2018-04-30 11:57:11,BRASIL
61009,N,N/A,2015-02-09 21:15:57,N/A
38584,N,N/A,2013-03-09 23:48:15,N/A
164353,N,PARANÁ,2019-04-27 11:52:13,BRASIL
128186,N,AMAZONAS,2018-01-25 15:19:37,BRASIL
125610,N,N/A,2017-12-27 07:35:39,N/A
201776,N,N/A,2020-05-26 08:13:22,N/A
103352,N,N/A,2017-03-14 11:03:18,N/A
117310,N,RIO DE JANEIRO,2017-09-16 19:53:16,BRASIL
120792,N,SÃO PAULO,2017-10-31 12:01:03,BRASIL
83894,N,SÃO PAULO,2016-05-04 23:00:20,BRASIL
171854,N,N/A,2019-07-22 13:16:01,N/A
92043,N,N/A,2016-09-09 18:06:05,N/A
172910,M,N/A,2019-08-02 13:26:31,N/A
120188,N,RIO DE JANEIRO,2017-10-23 17:01:17,BRASIL
35322,N,MINAS GERAIS,2012-10-26 18:11:17,BRASIL
96562,N,SÃO PAULO,2016-11-22 12:58:16,BRASIL
35493,N,RIO DE JANEIRO,2012-11-02 18:24:36,BRASIL
10000,N,SÃO PAULO,2008-02-25 21:06:43,BRASIL
110810,N,SÃO PAULO,2017-06-26 22:15:22,BRASIL
102979,N,MINAS GERAIS,2017-03-08 14:13:58,BRASIL
194636,N,N/A,2020-03-21 12:26:21,N/A
180083,N,N/A,2019-10-18 21:15:02,N/A
245911,N,N/A,2021-06-10 10:59:19,N/A
153254,N,N/A,2018-12-06 11:36:55,N/A
91760,N,N/A,2016-09-05 17:29:33,N/A
120277,N,N/A,2017-10-24 17:07:30,N/A
109973,N,N/A,2017-06-15 12:16:42,N/A
164343,N,N/A,2019-04-27 09:28:32,N/A
61176,N,N/A,2015-02-14 10:19:44,N/A
143133,N,N/A,2018-08-03 19:10:55,N/A
66093,N,MINAS GERAIS,2015-06-07 10:33:42,BRASIL
134271,M,MATO GROSSO,2018-04-09 22:37:26,BRASIL
96457,N,SÃO PAULO,2016-11-21 08:37:29,BRASIL
210939,N,PIAUÍ,2020-07-10 18:15:34,BRASIL
6859,N,SÃO PAULO,2007-01-19 16:40:58,BRASIL
61882,N,RIO DE JANEIRO,2015-03-03 18:02:07,BRASIL
180186,N,N/A,2019-10-20 09:15:01,N/A
111319,N,N/A,2017-07-03 13:02:22,N/A
10169,N,SÃO PAULO,2008-03-17 21:38:19,BRASIL
74731,N,MARANHÃO,2015-11-29 11:09:25,BRASIL
179333,F,N/A,2019-10-10 08:41:17,N/A
66431,N,RIO GRANDE DO SUL,2015-06-14 13:29:53,BRASIL
110385,N,SÃO PAULO,2017-06-21 08:31:38,BRASIL
17078,N,PARAÍBA,2010-01-31 21:33:14,BRASIL
43569,N,RIO GRANDE DO SUL,2013-09-09 22:22:56,BRASIL
97174,N,N/A,2016-11-30 09:40:53,N/A
25044,N,PARANÁ,2011-07-25 23:02:48,BRASIL
230995,N,FLORIDA,2021-01-10 13:29:40,OTRO
217515,N,N/A,2020-08-24 11:26:51,N/A
120355,N,SÃO PAULO,2017-10-25 15:27:55,BRASIL
32319,N,PARANÁ,2012-07-02 10:38:39,BRASIL
254631,N,N/A,2021-09-20 20:17:28,N/A
225389,N,N/A,2020-11-11 19:14:39,N/A
142608,F,N/A,2018-07-28 20:42:22,N/A
25561,N,N/A,2011-08-18 20:22:54,N/A
235587,N,AMAZONAS,2021-02-27 13:39:05,BRASIL
134445,N,TOCANTINS,2018-04-11 22:37:34,BRASIL
202388,N,RIO GRANDE DO NORTE,2020-05-28 19:29:57,BRASIL
210770,N,N/A,2020-07-10 08:32:18,N/A
179582,M,N/A,2019-10-13 13:43:18,N/A
172081,F,SÃO PAULO,2019-07-24 17:09:32,BRASIL
246124,N,N/A,2021-06-12 18:13:48,N/A
16402,N,SÃO PAULO,2009-11-30 05:59:33,BRASIL
199538,N,N/A,2020-05-10 22:00:29,N/A
43978,N,BAHIA,2013-09-24 21:14:43,BRASIL
96667,N,SÃO PAULO,2016-11-23 18:14:00,BRASIL
31794,N,PARANÁ,2012-06-09 17:55:22,BRASIL
186584,M,N/A,2019-12-20 17:22:09,N/A
181655,M,N/A,2019-11-05 17:24:43,N/A
225686,N,N/A,2020-11-15 10:13:28,N/A
144128,N,N/A,2018-08-15 13:31:59,N/A
6713,N,SÃO PAULO,2006-12-27 20:04:40,BRASIL
60924,N,N/A,2015-02-07 21:01:22,N/A
116840,N,N/A,2017-09-10 22:37:11,N/A
23983,N,AMAPÁ,2011-05-31 16:01:38,BRASIL
182209,M,N/A,2019-11-11 14:42:06,N/A
244190,N,SÃO PAULO,2021-05-22 21:55:19,BRASIL
231073,N,SANTA CATARINA,2021-01-11 12:12:56,BRASIL
239043,N,N/A,2021-04-02 08:33:03,N/A
110531,N,SÃO PAULO,2017-06-23 10:32:57,BRASIL
101893,N,PARÁ,2017-02-16 17:18:57,BRASIL
102894,N,N/A,2017-03-07 11:13:03,N/A
32356,N,N/A,2012-07-03 18:16:55,N/A
53621,N,ESPÍRITO SANTO,2014-08-10 22:43:35,BRASIL
199378,M,RIO DE JANEIRO,2020-05-09 08:14:57,BRASIL
117559,N,N/A,2017-09-19 22:25:27,N/A
34906,N,N/A,2012-10-12 01:15:53,N/A
189450,N,N/A,2020-01-22 23:43:37,N/A
83122,N,RIO DE JANEIRO,2016-04-23 15:09:34,BRASIL
172647,N,RIO DE JANEIRO,2019-07-30 19:05:33,BRASIL
116929,N,N/A,2017-09-11 20:56:21,N/A
88573,M,SÃO PAULO,2016-07-18 15:33:45,BRASIL
152665,N,N/A,2018-11-30 23:04:32,N/A
128225,M,N/A,2018-01-25 20:29:16,N/A
143037,M,N/A,2018-08-02 19:28:12,N/A
225938,M,N/A,2020-11-17 21:23:38,N/A
37959,N,DISTRITO FEDERAL,2013-02-11 10:16:18,BRASIL
195251,N,N/A,2020-03-30 16:06:27,N/A
134518,N,SANTA CATARINA,2018-04-12 19:05:29,BRASIL
102727,N,N/A,2017-03-04 13:33:51,N/A
23814,N,N/A,2011-05-21 20:59:09,N/A
111059,N,MINAS GERAIS,2017-06-30 08:27:06,BRASIL
73012,N,SÃO PAULO,2015-10-27 13:06:14,BRASIL
244691,N,N/A,2021-05-27 20:42:27,N/A
194750,M,N/A,2020-03-23 10:26:36,N/A
128958,M,N/A,2018-02-03 11:03:07,N/A
149572,M,N/A,2018-10-23 11:33:40,N/A
186833,M,ALAGOAS,2019-12-24 08:05:59,BRASIL
225439,N,N/A,2020-11-12 11:58:06,N/A
110721,N,N/A,2017-06-25 20:51:38,N/A
143702,N,SÃO PAULO,2018-08-10 05:45:57,BRASIL
239566,N,N/A,2021-04-07 12:17:31,N/A
66166,N,N/A,2015-06-08 19:00:54,N/A
216557,M,N/A,2020-08-16 10:31:31,N/A
190293,N,N/A,2020-02-01 11:07:29,N/A
239463,N,RIO GRANDE DO SUL,2021-04-06 15:22:21,BRASIL
102231,N,N/A,2017-02-23 09:24:04,N/A
14852,N,SÃO PAULO,2009-07-27 09:55:43,BRASIL
38680,N,SANTA CATARINA,2013-03-14 01:04:24,BRASIL
245861,N,N/A,2021-06-09 19:28:43,N/A
88738,N,N/A,2016-07-20 19:27:27,N/A
119925,N,RIO GRANDE DO NORTE,2017-10-19 21:25:42,BRASIL
117050,M,N/A,2017-09-13 15:47:32,N/A
261566,N,N/A,2021-12-07 11:03:29,N/A
60423,N,SERGIPE,2015-01-26 15:23:27,BRASIL
210848,N,MINAS GERAIS,2020-07-10 13:18:02,BRASIL
152816,N,BAHIA,2018-12-03 06:13:04,BRASIL
187253,M,N/A,2019-12-30 11:35:04,N/A
120529,N,N/A,2017-10-27 19:38:58,N/A
134784,N,SÃO PAULO,2018-04-16 17:02:26,BRASIL
134285,N,SÃO PAULO,2018-04-10 08:18:31,BRASIL
6196,N,SÃO PAULO,2006-10-19 11:58:30,BRASIL
230920,N,N/A,2021-01-09 12:54:43,N/A
195553,N,N/A,2020-04-02 20:45:11,N/A
81138,N,N/A,2016-03-21 19:07:57,N/A
1152,M,CEARÁ,2003-05-05 00:00:00,BRASIL
236526,N,SÃO PAULO,2021-03-08 20:51:22,BRASIL
216086,N,RIO DE JANEIRO,2020-08-12 10:16:10,BRASIL
88070,N,N/A,2016-07-10 15:44:26,N/A
186410,N,N/A,2019-12-18 16:46:41,N/A
6301,N,RIO DE JANEIRO,2006-11-04 17:00:37,BRASIL
32566,N,N/A,2012-07-11 17:31:13,N/A
120028,N,N/A,2017-10-21 17:12:59,N/A
111141,N,BAHIA,2017-07-01 12:13:13,BRASIL
74466,N,N/A,2015-11-25 08:24:22,N/A
102421,N,N/A,2017-02-27 18:46:19,N/A
158607,N,SÃO PAULO,2019-02-13 09:42:25,BRASIL
53724,N,SÃO PAULO,2014-08-13 17:53:20,BRASIL
52371,N,SÃO PAULO,2014-07-07 20:23:59,BRASIL
83424,N,SÃO PAULO,2016-04-27 22:09:51,BRASIL
43420,N,RIO DE JANEIRO,2013-09-04 14:16:28,BRASIL
81837,N,N/A,2016-04-02 22:16:44,N/A
120206,N,MARANHÃO,2017-10-23 19:05:19,BRASIL
7019,N,PARAÍBA,2007-02-15 17:52:51,BRASIL
158502,N,N/A,2019-02-11 23:46:47,N/A
1572,N,PARAÍBA,2004-02-01 15:33:32,BRASIL
72806,N,MINAS GERAIS,2015-10-22 19:24:46,BRASIL
187022,N,N/A,2019-12-27 09:06:41,N/A
91508,N,N/A,2016-09-01 19:54:05,N/A
35059,N,RIO GRANDE DO NORTE,2012-10-17 14:10:26,BRASIL
217775,N,N/A,2020-08-26 15:24:38,N/A
83273,N,SÃO PAULO,2016-04-25 21:47:07,BRASIL
261704,N,N/A,2021-12-08 19:31:41,N/A
135225,N,SÃO PAULO,2018-04-22 12:12:25,BRASIL
128748,N,N/A,2018-02-01 05:37:51,N/A
171964,N,N/A,2019-07-23 15:56:45,N/A
31936,N,RIO DE JANEIRO,2012-06-15 15:23:18,BRASIL
186744,N,SÃO PAULO,2019-12-22 20:33:16,BRASIL
202041,N,N/A,2020-05-27 09:11:21,N/A
128072,N,N/A,2018-01-24 11:56:57,N/A
111244,N,RIO DE JANEIRO,2017-07-02 16:00:29,BRASIL
61619,N,SÃO PAULO,2015-02-25 10:10:24,BRASIL
172344,M,RIO DE JANEIRO,2019-07-27 15:52:16,BRASIL
164442,N,N/A,2019-04-28 16:24:42,N/A
226240,N,N/A,2020-11-20 19:55:34,N/A
244353,N,N/A,2021-05-24 21:42:38,N/A
16608,N,N/A,2009-12-16 21:15:20,N/A
189937,M,SÃO PAULO,2020-01-28 15:06:13,BRASIL
16457,N,RIO DE JANEIRO,2009-12-04 09:45:52,BRASIL
46465,N,N/A,2013-12-20 16:46:26,N/A
179834,N,PARÁ,2019-10-16 10:35:50,BRASIL
164616,N,N/A,2019-04-30 19:07:09,N/A
199465,N,N/A,2020-05-10 09:39:19,N/A
261356,N,SÃO PAULO,2021-12-04 18:20:46,BRASIL
35582,N,N/A,2012-11-05 23:00:45,N/A
128435,M,PERNAMBUCO,2018-01-28 15:58:05,BRASIL
66271,N,SÃO PAULO,2015-06-10 16:19:33,BRASIL
230405,N,N/A,2021-01-04 00:18:22,N/A
254549,N,N/A,2021-09-19 21:44:25,N/A
246071,N,SÃO PAULO,2021-06-11 22:16:26,BRASIL
210180,N,N/A,2020-07-08 13:13:06,N/A
14345,N,GOIÁS,2009-06-18 05:48:56,BRASIL
38126,N,MINAS GERAIS,2013-02-18 14:44:36,BRASIL
88239,N,N/A,2016-07-13 09:44:59,N/A
61466,N,N/A,2015-02-21 15:17:55,N/A
246675,N,SÃO PAULO,2021-06-18 18:50:24,BRASIL
73323,N,SÃO PAULO,2015-11-03 00:04:27,BRASIL
217433,N,N/A,2020-08-23 15:03:35,N/A
142512,N,MINAS GERAIS,2018-07-27 13:02:47,BRASIL
110030,N,SÃO PAULO,2017-06-16 09:21:28,BRASIL
23805,N,N/A,2011-05-21 13:32:32,N/A
54136,N,N/A,2014-08-25 10:13:23,N/A
52584,N,PARÁ,2014-07-14 12:33:27,BRASIL
96927,N,MINAS GERAIS,2016-11-26 13:57:03,BRASIL
128350,F,SANTA CATARINA,2018-01-27 10:54:25,BRASIL
46142,N,N/A,2013-12-09 20:11:27,N/A
143949,N,N/A,2018-08-13 17:04:19,N/A
160905,N,RIO DE JANEIRO,2019-03-14 22:33:18,BRASIL
102330,N,MARANHÃO,2017-02-25 12:31:53,BRASIL
244542,N,N/A,2021-05-26 16:45:16,N/A
74406,N,RIO DE JANEIRO,2015-11-24 08:09:53,BRASIL
16896,N,CEARÁ,2010-01-14 14:18:00,BRASIL
102826,N,N/A,2017-03-06 09:59:57,N/A
238716,N,SÃO PAULO,2021-03-29 22:24:31,BRASIL
88299,N,N/A,2016-07-13 23:29:16,N/A
6959,N,SÃO PAULO,2007-02-07 08:22:07,BRASIL
23874,N,SÃO PAULO,2011-05-25 00:00:00,BRASIL
225568,N,N/A,2020-11-13 18:39:08,N/A
54165,N,PARAÍBA,2014-08-25 22:46:38,BRASIL
32393,N,N/A,2012-07-05 16:23:32,N/A
143634,N,N/A,2018-08-09 11:29:15,N/A
110382,N,RIO GRANDE DO NORTE,2017-06-21 07:16:07,BRASIL
16397,N,SÃO PAULO,2009-11-29 17:29:14,BRASIL
1343,N,RIO GRANDE DO SUL,2003-09-03 17:56:13,BRASIL
125927,F,GOIÁS,2017-12-31 14:16:23,BRASIL
25149,N,SÃO PAULO,2011-07-30 20:57:34,BRASIL
216671,N,N/A,2020-08-17 09:26:35,N/A
210463,N,N/A,2020-07-09 11:22:10,N/A
194817,N,N/A,2020-03-24 10:03:44,N/A
15122,N,SÃO PAULO,2009-08-17 16:28:43,BRASIL
152756,M,N/A,2018-12-02 11:08:11,N/A
120686,N,PARANÁ,2017-10-30 09:07:21,BRASIL
179553,N,RIO GRANDE DO SUL,2019-10-13 01:16:53,BRASIL
9465,N,MINAS GERAIS,2007-12-15 09:15:17,BRASIL
195493,N,SANTA CATARINA,2020-04-02 11:43:45,BRASIL
245896,N,N/A,2021-06-10 08:14:23,N/A
225499,N,SÃO PAULO,2020-11-13 07:24:29,BRASIL
158361,M,PARANÁ,2019-02-10 09:01:18,BRASIL
80927,N,N/A,2016-03-17 23:07:19,N/A
150180,M,N/A,2018-10-31 12:37:33,N/A
101662,N,SÃO PAULO,2017-02-13 10:19:49,BRASIL
31789,N,N/A,2012-06-09 14:59:20,N/A
10150,N,BAHIA,2008-03-16 09:52:58,BRASIL
73899,N,SÃO PAULO,2015-11-14 06:52:43,BRASIL
14623,N,BAHIA,2009-07-09 16:06:06,BRASIL
83712,N,RIO DE JANEIRO,2016-05-02 12:36:45,BRASIL
149504,N,N/A,2018-10-22 12:59:09,N/A
