cust_id-1;CUS_SEX_ID;CUS_STATE;CUS_RU_SINCE_DT
194535;N;BR-SC;2020-03-20 10:14:10
162201;M;;2019-03-30 19:17:07
58021;N;;2014-11-28 20:15:19
228811;N;BR-SP;2020-12-15 11:04:20
131631;M;BR-SP;2018-03-06 19:32:46
206400;N;;2020-06-28 12:20:24
213314;N;;2020-07-23 09:20:52
213990;N;;2020-07-27 15:49:51
263108;M;;2021-12-23 19:52:57
121224;M;BR-MG;2017-11-05 17:48:21
194026;N;;2020-03-14 12:58:35
106469;N;;2017-04-29 12:17:03
154194;M;;2018-12-17 11:14:41
10560;N;BR-DF;2008-05-01 18:06:56
11085;N;BR-GO;2008-07-01 20:19:52
250071;N;;2021-07-27 12:02:05
262806;N;;2021-12-21 07:03:38
203360;N;;2020-06-03 21:12:05
77074;N;BR-SP;2016-01-12 21:01:25
65347;N;;2015-05-21 20:34:47
58359;N;BR-GO;2014-12-05 20:05:55
124510;N;BR-SP;2017-12-11 21:43:37
2928;N;BR-SP;2005-04-10 11:33:55
92635;N;BR-DF;2016-09-19 14:08:16
98318;N;BR-MS;2016-12-18 14:49:23
211727;N;;2020-07-14 09:39:08
116426;M;;2017-09-04 20:13:46
262719;N;;2021-12-20 11:48:57
185889;M;;2019-12-12 18:14:15
70253;N;;2015-08-29 13:42:38
240179;N;;2021-04-13 07:51:10
257271;N;;2021-10-23 08:11:55
148752;N;BR-SP;2018-10-13 07:44:27
13327;N;BR-SP;2009-03-12 18:49:06
198269;N;;2020-04-29 15:10:49
139209;F;;2018-06-13 23:37:33
47832;N;;2014-02-10 11:35:55
20731;N;BR-MG;2010-10-29 12:39:03
198447;N;;2020-04-30 22:46:40
162096;N;;2019-03-29 12:13:17
113710;N;;2017-08-02 05:01:57
193553;N;;2020-03-08 20:25:41
139597;M;;2018-06-19 08:22:50
78594;N;BR-ES;2016-02-08 16:04:33
205901;M;BR-MG;2020-06-24 18:53:26
121644;N;;2017-11-10 11:19:17
234828;N;;2021-02-19 13:01:51
131440;N;;2018-03-04 13:26:32
190629;N;;2020-02-05 08:42:15
240069;N;;2021-04-12 09:19:51
42081;N;BR-BA;2013-07-21 18:00:28
258488;N;;2021-11-06 17:42:06
106650;N;BR-SP;2017-05-02 00:02:26
240282;N;;2021-04-13 23:38:09
98652;N;BR-MG;2016-12-24 11:28:02
258997;N;;2021-11-11 18:51:32
21412;N;BR-PE;2010-12-14 17:42:16
123987;N;;2017-12-05 22:20:58
99153;N;;2017-01-04 01:22:47
168375;M;;2019-06-15 09:18:13
149222;N;;2018-10-18 17:23:01
106014;N;BR-RJ;2017-04-22 15:38:09
124161;N;BR-SP;2017-12-07 20:05:28
148715;N;;2018-10-12 14:25:48
153869;M;;2018-12-12 19:35:23
257960;F;;2021-10-31 13:41:49
222066;N;;2020-10-07 15:06:07
5170;N;BR-PE;2006-05-14 13:47:29
148546;N;;2018-10-10 10:41:54
202948;N;;2020-06-01 13:50:45
257793;N;;2021-10-29 08:53:47
98805;N;;2016-12-27 18:14:00
175923;N;;2019-09-03 09:05:50
114133;N;BR-MT;2017-08-07 16:14:21
20562;N;BR-SP;2010-10-17 12:14:36
139963;N;;2018-06-23 22:18:12
65041;N;BR-BA;2015-05-15 06:43:20
121733;N;;2017-11-11 13:24:32
129770;N;BR-RJ;2018-02-13 12:08:25
34552;N;BR-RN;2012-09-28 17:24:18
220841;M;;2020-09-25 20:35:54
78095;N;BR-MG;2016-01-30 14:18:52
39144;N;;2013-04-01 19:19:56
75474;N;BR-PR;2015-12-11 15:41:07
247562;N;;2021-06-28 17:30:05
195623;N;;2020-04-03 14:51:35
200624;N;BR-RN;2020-05-19 23:31:46
97776;N;;2016-12-09 19:43:03
44787;N;BR-RS;2013-10-24 07:07:51
89746;N;;2016-08-04 18:44:39
67348;N;BR-SC;2015-07-03 18:48:14
90436;N;BR-MG;2016-08-16 19:12:42
236922;N;;2021-03-12 10:20:49
227312;N;;2020-11-30 12:02:42
44961;N;BR-BA;2013-10-30 12:22:05
189388;F;;2020-01-22 11:53:14
226827;N;;2020-11-25 21:35:38
209103;N;BR-MS;2020-07-06 01:21:34
55265;N;;2014-09-22 17:39:20
255902;N;;2021-10-05 23:02:43
260494;N;;2021-11-25 18:40:52
80486;N;BR-SP;2016-03-11 08:46:52
196060;M;;2020-04-08 10:34:54
187571;N;BR-RJ;2020-01-03 18:25:13
260316;N;;2021-11-24 13:12:34
136539;M;BR-MT;2018-05-08 12:43:06
218171;N;;2020-08-30 22:59:22
63349;N;;2015-04-07 09:21:13
237011;N;;2021-03-12 21:52:33
82297;N;BR-PR;2016-04-10 13:51:55
75149;N;BR-SP;2015-12-06 12:56:25
159679;M;;2019-02-27 17:42:10
100497;N;;2017-01-25 13:53:16
25668;N;;2011-08-24 08:59:22
119731;N;;2017-10-17 17:09:44
72457;N;;2015-10-16 09:16:22
45806;N;;2013-11-28 18:13:03
101326;N;BR-CE;2017-02-08 08:14:36
22943;N;BR-SP;2011-03-27 22:17:07
127605;M;;2018-01-18 19:07:59
237093;N;BR-SP;2021-03-13 21:16:47
173473;N;;2019-08-08 11:25:45
74870;N;BR-MG;2015-12-01 15:20:18
245230;N;;2021-06-02 23:08:13
59749;N;BR-DF;2015-01-09 20:21:06
37086;N;;2013-01-06 09:58:56
151426;N;BR-CE;2018-11-16 10:25:30
200795;N;;2020-05-21 10:13:21
227161;N;;2020-11-28 15:43:54
35946;N;BR-SP;2012-11-19 09:59:02
151161;N;BR-MT;2018-11-12 20:53:11
108549;N;BR-AL;2017-05-27 20:17:02
127783;N;;2018-01-20 20:52:49
170892;F;BR-SP;2019-07-11 21:15:31
215412;N;BR-CE;2020-08-06 16:57:52
66786;N;BR-MT;2015-06-21 16:44:02
36983;N;;2013-01-02 04:52:08
331;M;BR-SP;2001-06-13 00:00:00
200969;N;;2020-05-22 07:30:26
255080;M;;2021-09-26 08:54:58
7840;M;BR-PR;2007-06-02 21:42:58
189086;M;BR-RS;2020-01-19 12:02:16
209309;N;;2020-07-06 14:23:53
109054;N;BR-SP;2017-06-03 15:49:47
44634;F;BR-BA;2013-10-18 07:19:51
45336;N;BR-RJ;2013-11-12 11:57:48
9170;N;BR-MG;2007-11-10 21:53:32
252695;M;BR-SP;2021-08-26 18:26:05
208502;N;;2020-07-04 14:05:30
199750;N;;2020-05-12 15:58:33
255169;F;;2021-09-27 13:06:34
152164;M;;2018-11-24 14:58:25
44293;N;BR-PR;2013-10-05 08:38:36
112316;N;;2017-07-16 07:12:37
215595;N;;2020-08-07 22:16:13
251976;N;;2021-08-18 08:08:14
134114;N;;2018-04-07 17:56:17
118179;N;BR-SP;2017-09-27 18:47:57
173829;M;BR-SP;2019-08-12 10:07:57
59550;N;BR-MG;2015-01-05 18:47:54
126657;N;BR-PE;2018-01-08 19:22:23
119578;N;BR-BA;2017-10-15 20:55:37
165688;N;BR-CE;2019-05-14 11:58:26
37157;N;BR-SP;2013-01-09 14:35:19
482;N;BR-RJ;2001-12-13 00:00:00
119063;N;BR-BA;2017-10-08 22:11:33
201476;N;BR-RS;2020-05-24 18:13:55
200473;N;;2020-05-18 20:07:47
170789;M;;2019-07-10 23:19:46
178968;F;;2019-10-06 11:06:05
80185;N;;2016-03-06 12:14:33
118357;N;;2017-09-30 10:18:35
89659;N;;2016-08-03 14:50:02
133309;M;;2018-03-28 08:51:56
245425;N;;2021-06-05 11:11:51
25878;N;BR-MS;2011-09-02 12:29:40
141440;N;BR-SP;2018-07-14 00:17:55
159997;M;;2019-03-04 07:35:38
173822;N;;2019-08-12 08:44:01
60264;N;BR-MS;2015-01-22 20:07:30
22838;N;BR-SP;2011-03-21 07:38:22
54764;N;BR-SP;2014-09-10 18:18:18
18214;N;BR-SP;2010-05-05 14:35:44
127363;N;;2018-01-16 10:59:59
119020;N;BR-MG;2017-10-08 13:01:46
180565;N;;2019-10-24 14:29:26
22733;N;BR-PR;2011-03-15 00:53:46
226978;N;;2020-11-27 10:47:53
101223;N;BR-AM;2017-02-06 12:01:39
199956;N;;2020-05-14 13:04:35
238252;N;;2021-03-25 09:22:46
230339;N;;2021-01-03 09:52:08
112455;N;BR-MG;2017-07-17 19:34:55
159003;M;;2019-02-18 13:04:50
18141;N;BR-SP;2010-04-30 15:31:53
82384;N;MATO GROSSO;2016-04-11 18:37:55
158944;N;;2019-02-17 19:17:27
144847;N;BR-PR;2018-08-23 19:16:27
81963;N;BR-RJ;2016-04-04 22:02:25
247537;N;;2021-06-28 13:19:48
132043;M;;2018-03-11 23:49:34
39333;N;;2013-04-09 09:31:29
211174;N;;2020-07-11 18:45:28
222148;N;BR-RS;2020-10-08 09:57:09
58344;N;BR-SP;2014-12-05 15:49:06
95371;N;;2016-11-03 22:27:18
263026;N;;2021-12-23 10:18:53
39681;N;;2013-04-22 14:27:25
65191;N;BR-PA;2015-05-18 16:21:26
77890;N;BR-SP;2016-01-26 19:02:05
175742;N;;2019-09-01 13:34:20
70363;N;;2015-09-01 04:42:32
221234;N;;2020-09-29 13:17:22
193550;N;BR-MS;2020-03-08 19:35:03
107379;N;BR-AM;2017-05-11 21:19:38
240510;N;;2021-04-15 21:01:04
124343;N;BR-GO;2017-12-10 06:14:02
13853;M;BR-DF;2009-05-04 13:05:57
243555;N;;2021-05-16 15:36:37
191159;N;BR-RS;2020-02-10 20:14:20
70020;N;;2015-08-24 17:30:01
239649;N;BR-RS;2021-04-08 01:36:51
146918;N;BR-SP;2018-09-18 21:29:26
33859;N;BR-SP;2012-09-01 16:40:01
182819;M;;2019-11-17 21:41:13
115825;M;BR-SP;2017-08-28 13:34:00
231911;N;BR-MA;2021-01-20 08:42:19
257822;M;;2021-10-29 12:34:20
5590;N;BR-SP;2006-07-20 09:32:20
257975;N;;2021-10-31 16:14:37
235020;N;;2021-02-21 17:34:32
176842;M;BR-GO;2019-09-12 12:04:07
168360;N;;2019-06-14 23:04:47
202971;N;;2020-06-01 15:47:00
213675;N;;2020-07-25 11:45:08
235511;N;;2021-02-26 17:29:53
190952;N;;2020-02-08 11:03:43
153874;M;;2018-12-12 20:26:41
57185;N;BR-SP;2014-11-08 14:04:56
105484;N;BR-GO;2017-04-14 17:12:41
221339;N;;2020-09-30 11:54:35
149072;N;;2018-10-17 08:02:26
78772;N;BR-SP;2016-02-11 17:14:40
262614;N;;2021-12-19 08:10:11
131632;F;BR-RJ;2018-03-06 19:59:35
131737;N;BR-PE;2018-03-08 08:01:03
129272;N;BR-SP;2018-02-06 20:53:39
92223;N;BR-PI;2016-09-12 16:09:56
258641;N;;2021-11-08 16:59:55
92722;N;BR-SP;2016-09-20 15:44:15
221759;N;;2020-10-04 18:36:11
39674;N;;2013-04-22 00:41:12
148724;M;;2018-10-12 16:35:34
157503;M;BR-BA;2019-01-30 11:59:55
56773;N;;2014-10-29 18:16:28
194051;N;;2020-03-14 18:09:19
47726;N;BR-RJ;2014-02-05 22:09:41
28889;N;;2012-01-24 14:33:13
176005;F;;2019-09-03 19:34:42
56684;N;BR-BA;2014-10-27 19:06:13
99303;N;BR-CE;2017-01-06 17:12:01
77563;N;BR-BA;2016-01-20 20:39:48
39006;N;;2013-03-26 20:05:07
124648;F;;2017-12-13 15:47:56
138377;N;BR-TO;2018-06-02 19:13:40
49710;N;BR-RJ;2014-04-15 09:03:15
190483;N;;2020-02-03 12:41:47
167864;M;;2019-06-09 17:34:19
99150;N;;2017-01-03 22:09:48
239752;N;;2021-04-08 23:29:52
42373;N;;2013-07-30 21:48:24
42199;N;BR-PR;2013-07-24 22:48:47
129105;F;BR-SP;2018-02-05 11:45:52
205906;N;;2020-06-24 19:28:44
69933;N;BR-SP;2015-08-22 18:24:54
243054;N;BR-MG;2021-05-11 13:11:25
250163;N;;2021-07-28 09:14:22
42714;N;BR-MG;2013-08-12 15:55:32
229232;M;;2020-12-19 14:54:04
69017;N;;2015-08-04 20:08:14
47512;N;;2014-01-30 06:15:11
83970;N;;2016-05-06 08:52:46
106878;N;BR-PA;2017-05-05 10:12:52
19536;N;BR-DF;2010-08-09 17:53:25
5664;N;BR-AM;2006-07-31 19:49:37
98627;N;;2016-12-23 19:10:55
78566;N;;2016-02-07 23:47:28
121239;M;;2017-11-05 21:04:36
77394;N;BR-SC;2016-01-18 17:25:01
10253;N;BR-MG;2008-03-28 19:59:57
56382;N;BR-SC;2014-10-19 22:09:49
231452;N;;2021-01-15 09:19:08
167196;M;;2019-06-01 12:17:46
198036;N;;2020-04-27 19:30:09
69524;N;BR-PR;2015-08-14 19:13:27
114122;N;BR-PR;2017-08-07 14:04:04
49799;N;;2014-04-18 19:04:46
92525;N;BR-SP;2016-09-17 18:09:27
138797;N;BR-SP;2018-06-08 12:31:38
47932;N;BR-MG;2014-02-13 18:38:25
257466;N;BR-MG;2021-10-25 17:14:48
95705;N;SÃO PAULO;2016-11-09 07:57:56
34535;N;BR-SP;2012-09-27 22:24:49
221156;N;;2020-09-28 20:43:15
57829;N;BR-SP;2014-11-24 20:17:26
88041;N;BR-SP;2016-07-09 23:53:38
194552;M;BR-SP;2020-03-20 12:44:29
249134;N;;2021-07-15 20:27:10
131439;M;;2018-03-04 13:22:44
20239;N;BR-SP;2010-09-25 04:16:05
203652;N;;2020-06-06 05:22:27
49624;N;;2014-04-12 13:55:23
121544;N;BR-BA;2017-11-09 12:40:20
39507;N;BR-SP;2013-04-15 19:03:11
232426;N;;2021-01-25 17:33:16
39159;N;;2013-04-02 10:45:25
95266;N;;2016-11-02 14:08:27
14004;N;BR-SC;2009-05-17 13:00:00
96212;N;BR-SP;2016-11-17 08:27:30
154550;M;;2018-12-22 13:53:02
243352;N;BR-MT;2021-05-14 05:54:20
132177;F;BR-BA;2018-03-13 17:20:11
130109;M;;2018-02-17 08:34:58
197468;N;;2020-04-22 16:28:18
30531;N;BR-SP;2012-04-14 22:21:53
140897;M;BR-SP;2018-07-06 12:32:33
33753;N;;2012-08-28 11:20:32
138170;N;;2018-05-30 20:38:26
68099;N;BR-MG;2015-07-19 07:15:41
260038;N;;2021-11-22 11:27:19
93441;N;BR-SP;2016-10-02 14:16:03
241595;N;;2021-04-26 14:19:14
227562;N;;2020-12-02 18:17:28
220040;N;;2020-09-18 11:36:39
175081;F;;2019-08-25 09:51:32
214321;N;BR-PE;2020-07-29 17:41:25
147914;F;;2018-10-02 13:37:08
140485;M;;2018-06-30 21:53:25
79395;N;;2016-02-22 10:50:46
184740;M;;2019-12-01 09:18:22
94439;N;;2016-10-19 17:19:29
140606;N;BR-PR;2018-07-02 13:32:49
55547;N;BR-PR;2014-09-29 11:28:02
256383;N;BR-MG;2021-10-12 09:57:10
214218;N;;2020-07-29 06:57:47
58656;N;AMAPÁ;2014-12-11 20:07:14
27130;N;;2011-10-31 12:11:49
212526;N;;2020-07-18 12:36:20
185257;N;BR-BA;2019-12-06 09:48:32
13091;N;BR-RS;2009-02-12 10:18:55
256470;N;;2021-10-13 15:18:58
222302;N;;2020-10-09 13:40:09
130415;F;;2018-02-20 14:21:39
130196;N;BR-SP;2018-02-18 08:47:34
33419;N;BR-RJ;2012-08-14 18:55:10
55903;N;BR-SP;2014-10-07 22:14:15
259531;N;;2021-11-17 11:32:24
234290;N;BR-PA;2021-02-13 18:13:43
132878;N;;2018-03-22 20:17:00
112884;N;;2017-07-22 21:26:10
251382;N;;2021-08-11 13:09:05
169325;N;;2019-06-26 11:38:52
174413;M;;2019-08-18 10:39:07
138003;M;BR-MG;2018-05-28 13:46:13
76232;N;BR-SE;2015-12-27 12:24:17
146044;N;;2018-09-09 06:45:19
108109;N;BR-MT;2017-05-22 10:18:23
50960;N;;2014-05-26 00:03:36
40091;N;BR-SP;2013-05-08 21:59:46
105279;N;;2017-04-11 20:08:51
58761;N;BR-RJ;2014-12-14 10:21:09
26625;N;BR-SP;2011-10-07 10:47:26
40511;N;BR-RJ;2013-05-25 14:15:02
22487;N;BR-SP;2011-02-27 21:15:13
197134;N;;2020-04-19 16:43:57
18581;N;;2010-05-30 15:32:18
185083;M;;2019-12-04 16:54:04
22060;F;BR-MG;2011-01-30 18:57:31
85706;M;BR-MT;2016-06-02 01:22:09
123775;M;BR-SP;2017-12-03 17:05:02
30030;N;BR-RJ;2012-03-21 14:34:16
233668;N;;2021-02-07 14:50:50
107794;N;;2017-05-17 21:20:55
58482;N;BR-SP;2014-12-08 12:34:38
100235;N;BR-RJ;2017-01-21 15:46:52
3342;N;BR-SE;2005-07-04 13:17:00
240868;N;BR-PI;2021-04-19 13:01:46
40900;N;BR-SP;2013-06-09 14:52:22
232665;N;;2021-01-28 08:16:36
40978;N;BR-SC;2013-06-12 16:06:41
132700;F;;2018-03-20 16:39:59
185088;N;;2019-12-04 17:50:52
104544;M;BR-SP;2017-04-01 13:20:24
222803;N;;2020-10-14 22:51:14
4894;N;BR-SP;2006-03-26 16:48:06
184566;M;BR-SP;2019-11-29 17:11:49
137445;M;;2018-05-19 17:32:19
256649;N;;2021-10-15 16:06:52
123862;N;;2017-12-04 17:41:59
233581;N;BR-SP;2021-02-06 08:48:22
63892;N;BR-CE;2015-04-19 16:34:03
94787;N;BR-AC;2016-10-25 12:12:53
219262;N;;2020-09-11 08:36:06
204609;N;;2020-06-13 22:02:39
12501;N;BR-RJ;2008-12-01 14:44:02
86305;N;;2016-06-12 16:13:39
113062;N;BR-SP;2017-07-25 13:50:10
64304;N;BR-PA;2015-04-28 19:00:45
11973;N;BR-DF;2008-10-02 11:01:02
64098;N;BR-CE;2015-04-23 22:16:10
4328;N;BR-MG;2005-12-19 09:32:16
228124;N;;2020-12-08 13:24:10
137960;N;;2018-05-27 18:27:53
133031;M;BR-MG;2018-03-24 22:20:17
183531;M;;2019-11-25 05:49:23
12590;N;BR-RJ;2008-12-10 20:42:07
48976;N;;2014-03-23 11:59:06
228277;N;;2020-12-09 19:54:01
107963;N;BR-MS;2017-05-20 08:36:03
184914;M;;2019-12-02 21:01:11
222970;N;BR-CE;2020-10-16 20:10:17
18993;N;BR-PR;2010-06-30 13:35:33
59094;N;BR-SP;2014-12-22 21:26:04
227601;N;BR-SP;2020-12-03 04:33:03
242447;N;;2021-05-05 08:03:32
240927;N;;2021-04-19 22:58:43
32815;N;BR-GO;2012-07-21 23:35:54
71144;N;BR-MG;2015-09-17 14:14:33
166534;M;;2019-05-23 20:58:24
193428;N;;2020-03-07 08:34:56
222455;N;;2020-10-11 09:30:29
169824;N;;2019-07-01 15:54:38
26792;N;BR-SP;2011-10-15 09:50:31
133704;N;BR-AM;2018-04-02 17:56:59
188816;N;;2020-01-16 14:22:55
252080;N;;2021-08-19 07:49:01
247456;N;;2021-06-27 13:24:38
36201;N;;2012-11-28 11:06:05
170361;N;;2019-07-06 20:53:44
208757;N;;2020-07-05 06:40:15
119472;F;;2017-10-14 14:55:26
9002;N;BR-MG;2007-10-22 18:19:22
136611;N;;2018-05-09 08:44:52
227080;N;BR-SP;2020-11-27 21:21:55
44372;N;BR-SP;2013-10-08 05:52:25
67041;N;BR-SP;2015-06-26 20:42:00
104235;N;;2017-03-28 12:02:08
229686;N;;2020-12-24 16:47:18
100964;N;BR-SP;2017-02-01 17:33:11
90001;N;;2016-08-09 10:44:38
152220;M;;2018-11-25 09:20:31
100457;N;;2017-01-24 22:37:44
89294;N;BR-SP;2016-07-28 23:05:40
260575;N;;2021-11-26 11:41:14
101174;N;BR-PI;2017-02-05 12:16:23
23402;M;;2011-04-27 03:48:41
229581;N;;2020-12-23 11:13:56
104322;N;;2017-03-29 12:43:08
260987;N;;2021-11-30 11:55:48
75640;N;;2015-12-14 19:24:04
141941;M;BR-SP;2018-07-19 20:55:34
51616;N;BR-SP;2014-06-14 17:45:32
173908;M;;2019-08-13 08:08:47
151914;F;;2018-11-22 12:23:40
36902;N;BR-SP;2012-12-27 15:08:23
82654;N;;2016-04-15 22:20:31
137134;N;BR-MG;2018-05-15 20:01:06
127442;N;;2018-01-17 01:24:02
223982;N;;2020-10-27 17:55:31
245682;N;;2021-06-08 07:53:53
227233;N;;2020-11-29 13:12:05
226558;N;BR-RJ;2020-11-23 19:50:28
208337;N;;2020-07-04 09:15:11
247305;N;BR-SP;2021-06-25 12:15:58
165435;M;;2019-05-11 10:00:51
127017;N;;2018-01-12 18:20:09
188143;M;;2020-01-09 14:09:36
17448;N;BR-SP;2010-03-05 21:54:14
173743;N;BR-SP;2019-08-10 23:27:52
16076;N;BR-SP;2009-11-03 22:11:49
98053;N;BR-SP;2016-12-13 19:04:43
112365;N;BR-RJ;2017-07-16 17:21:15
196393;F;;2020-04-12 08:09:59
247794;N;BR-BA;2021-07-01 09:37:22
160254;M;BR-RJ;2019-03-07 17:40:12
201048;N;;2020-05-22 14:04:12
133399;N;BR-BA;2018-03-29 10:54:24
170868;M;;2019-07-11 18:21:45
151006;N;BR-CE;2018-11-10 20:33:38
237455;N;BR-MG;2021-03-17 17:39:43
136433;M;;2018-05-07 09:29:47
179168;N;BR-RS;2019-10-08 12:45:35
89912;N;BR-RJ;2016-08-08 00:05:52
255540;N;BR-MG;2021-10-01 13:35:02
229476;N;;2020-12-22 10:00:50
133189;M;;2018-03-26 19:54:06
17537;N;BR-GO;2010-03-13 19:59:00
36813;N;BR-GO;2012-12-23 15:12:52
104144;N;BR-SP;2017-03-27 09:36:15
75228;N;BR-GO;2015-12-07 17:43:46
201201;N;BR-RJ;2020-05-23 10:33:34
109145;N;;2017-06-04 22:14:56
97523;N;BR-SC;2016-12-05 19:17:29
66586;N;;2015-06-17 10:33:13
37419;N;BR-PA;2013-01-20 21:00:20
108797;N;;2017-05-30 20:45:58
195702;N;;2020-04-04 13:29:23
173401;N;;2019-08-07 18:07:59
261074;N;;2021-12-01 13:18:50
119321;N;BR-RN;2017-10-12 11:23:45
8099;N;BR-SP;2007-07-08 19:22:17
136956;M;;2018-05-13 17:39:52
90904;N;BR-GO;2016-08-24 09:44:18
136789;N;BR-MS;2018-05-11 11:13:24
226391;N;;2020-11-22 11:48:21
159253;N;BR-MS;2019-02-21 20:52:47
199870;N;BR-RN;2020-05-13 16:55:00
66888;N;BR-MG;2015-06-23 12:53:51
79930;N;;2016-03-02 07:50:18
103540;N;BR-PR;2017-03-17 11:28:29
31219;N;BR-RJ;2012-05-14 15:10:45
181001;M;;2019-10-29 17:00:42
45590;N;;2013-11-20 22:15:04
22581;N;BR-MA;2011-03-06 10:57:53
55216;M;BR-ES;2014-09-21 18:38:19
208423;N;BR-SE;2020-07-04 12:02:17
188180;N;;2020-01-09 19:47:45
37236;N;;2013-01-13 00:58:33
54859;N;BR-MG;2014-09-12 16:07:04
45892;N;;2013-12-01 08:34:21
229993;N;;2020-12-29 07:47:01
201390;F;BR-MT;2020-05-24 09:43:42
7420;N;BR-SP;2007-04-10 20:25:08
152003;N;;2018-11-23 06:38:38
97544;N;;2016-12-06 05:41:05
142119;F;;2018-07-22 12:53:47
173574;N;BR-SP;2019-08-09 11:46:57
119627;N;;2017-10-16 14:46:13
8412;N;BR-RS;2007-08-14 19:51:03
246788;N;BR-PA;2021-06-20 10:45:56
252911;N;;2021-08-30 09:52:33
23491;N;BR-MG;2011-05-03 22:10:26
218933;N;VIRGINIA;2020-09-07 20:45:53
195981;N;BR-CE;2020-04-07 15:03:54
35899;N;;2012-11-16 19:40:42
82828;N;;2016-04-18 20:39:54
159203;F;BR-RN;2019-02-21 09:34:01
180827;F;;2019-10-27 20:31:39
52141;N;BR-BA;2014-06-30 16:12:21
126004;M;BR-RS;2018-01-02 07:23:15
18295;N;BR-SP;2010-05-11 09:46:11
160602;M;;2019-03-11 19:32:56
31742;N;;2012-06-07 13:16:31
23096;N;;2011-04-06 05:34:44
36406;N;BR-GO;2012-12-06 16:55:53
255951;N;;2021-10-06 16:17:12
236843;F;;2021-03-11 16:04:41
25788;N;BR-SP;2011-08-30 00:35:33
54342;N;BR-SC;2014-08-30 15:39:39
200673;N;BR-SP;2020-05-20 12:57:50
126608;N;BR-AP;2018-01-08 12:15:47
90183;N;;2016-08-12 01:06:06
195876;N;;2020-04-06 17:41:18
200867;N;;2020-05-21 16:08:36
159726;M;;2019-02-28 11:18:41
200714;N;;2020-05-20 16:40:06
151697;M;BR-SP;2018-11-20 06:01:11
150668;M;;2018-11-06 19:12:24
37753;N;BR-MG;2013-02-02 15:22:51
218727;N;;2020-09-05 08:56:37
127104;N;BR-SP;2018-01-13 16:42:37
208860;N;;2020-07-05 12:01:32
209768;N;;2020-07-07 13:13:31
173067;N;BR-SP;2019-08-04 11:09:52
67397;N;BR-AC;2015-07-04 20:44:39
70418;N;;2015-09-01 22:27:46
249411;N;;2021-07-19 09:52:44
47708;N;BR-MG;2014-02-05 16:29:55
3060;N;BR-SP;2005-05-06 08:36:01
203492;N;;2020-06-04 19:46:33
77119;N;BR-GO;2016-01-13 16:23:37
5604;N;BR-MT;2006-07-21 20:28:38
249116;N;BR-PB;2021-07-15 17:48:38
124293;N;BR-SP;2017-12-09 10:40:41
98951;N;;2016-12-30 17:27:15
194200;N;;2020-03-16 16:16:30
229049;N;BR-PA;2020-12-17 15:12:52
162022;N;BR-RS;2019-03-28 12:30:06
107194;N;BR-PR;2017-05-09 13:36:23
167537;N;BR-MS;2019-06-05 18:03:01
167640;M;;2019-06-06 18:28:34
70070;N;BR-MA;2015-08-25 15:11:06
34695;N;BR-RJ;2012-10-03 16:40:57
213140;N;;2020-07-22 10:24:04
175546;M;BR-RJ;2019-08-30 04:12:11
190600;M;BR-GO;2020-02-04 19:40:42
57477;N;BR-MG;2014-11-16 10:48:02
250280;F;;2021-07-29 12:27:08
129735;M;BR-PA;2018-02-12 21:07:04
206130;N;;2020-06-26 15:34:39
258247;N;;2021-11-03 17:52:39
213552;N;;2020-07-24 14:50:57
58330;N;;2014-12-05 09:28:18
10390;N;BR-SC;2008-04-11 20:40:30
232074;N;;2021-01-21 18:16:13
228532;N;BR-SP;2020-12-12 10:30:58
19659;N;BR-SP;2010-08-17 16:05:11
211851;N;;2020-07-14 18:39:31
57338;N;BR-SP;2014-11-12 16:02:02
27917;N;BR-MS;2011-12-06 00:00:00
198402;N;;2020-04-30 17:03:53
168766;N;;2019-06-19 21:13:13
2575;N;BR-AP;2005-01-20 06:39:04
28411;N;BR-MG;2012-01-01 17:53:29
20372;N;BR-SP;2010-10-04 12:45:10
116661;N;BR-SP;2017-09-07 20:43:37
239937;N;;2021-04-10 18:41:53
235461;N;;2021-02-26 10:30:49
121768;N;;2017-11-11 22:22:37
49998;N;BR-SP;2014-04-24 19:36:59
176551;M;BR-RJ;2019-09-09 17:03:48
206445;N;BR-PR;2020-06-28 16:59:54
197876;N;;2020-04-26 11:35:31
121100;N;BR-MS;2017-11-04 04:19:44
149296;M;BR-MG;2018-10-19 18:05:22
2050;N;BR-BA;2004-09-10 16:52:46
149195;N;;2018-10-18 11:47:49
77936;N;BR-CE;2016-01-27 14:44:28
69213;N;BR-GO;2015-08-08 12:43:29
262326;F;;2021-12-16 10:33:06
243537;M;BR-MG;2021-05-16 12:38:49
69391;M;;2015-08-12 09:41:35
121427;N;;2017-11-08 07:12:57
198571;N;;2020-05-02 12:53:19
131920;F;;2018-03-10 14:20:35
132089;N;BR-TO;2018-03-12 16:17:37
98673;N;;2016-12-25 08:54:01
243203;N;;2021-05-12 18:58:27
262477;N;;2021-12-17 18:56:43
198054;N;BR-PB;2020-04-27 21:34:51
168645;F;BR-SP;2019-06-18 18:20:15
220530;N;;2020-09-23 09:23:50
70587;N;BR-PR;2015-09-05 12:55:57
211156;N;;2020-07-11 17:18:37
84934;N;BR-BA;2016-05-20 13:35:05
77408;N;BR-GO;2016-01-18 19:34:10
34008;N;BR-MG;2012-09-06 18:30:57
249578;N;;2021-07-20 20:14:34
121079;N;;2017-11-03 21:32:06
87172;N;BR-SP;2016-06-26 14:58:07
